insert into lottery.match values('1600101','英超','阿森纳','纽卡','1:0','3');
insert into lottery.europe_data values('williamHill','lastData','5.50','4.20','1.57','1605514');
insert into lottery.europe_data values('Interwetten','firstData','6.10','4.00','1.50','1605514');
insert into lottery.europe_data values('Interwetten','lastData','6.10','4.00','1.50','1605514');
insert into lottery.match values('1605601','英超','利物浦','斯托克','4:1','3');
insert into lottery.europe_data values('williamHill','firstData','1.60','3.75','6.00','1605601');
insert into lottery.europe_data values('williamHill','lastData','1.61','3.60','6.00','1605601');
insert into lottery.europe_data values('Interwetten','firstData','1.65','3.60','5.10','1605601');
insert into lottery.europe_data values('Interwetten','lastData','1.65','3.60','5.10','1605601');
insert into lottery.match values('1605602','英超','热刺','曼联','3:0','3');
insert into lottery.europe_data values('williamHill','firstData','1.95','3.50','3.80','1605602');
insert into lottery.europe_data values('williamHill','lastData','1.95','3.30','4.00','1605602');
insert into lottery.europe_data values('Interwetten','firstData','2.10','3.30','3.30','1605602');
insert into lottery.europe_data values('Interwetten','lastData','2.00','3.30','3.60','1605602');
insert into lottery.match values('1605603','德甲','沙尔克','多特','2:2','1');
insert into lottery.europe_data values('williamHill','firstData','4.00','3.75','1.85','1605603');
insert into lottery.europe_data values('williamHill','lastData','3.50','3.50','2.05','1605603');
insert into lottery.europe_data values('Interwetten','firstData','4.20','3.50','1.80','1605603');
insert into lottery.europe_data values('Interwetten','lastData','4.20','3.50','1.80','1605603');
insert into lottery.match values('1605604','德甲','科隆','勒沃','0:2','0');
insert into lottery.europe_data values('williamHill','firstData','3.00','3.25','2.37','1605604');
insert into lottery.europe_data values('williamHill','lastData','2.80','3.30','2.50','1605604');
insert into lottery.europe_data values('Interwetten','firstData','2.75','3.30','2.40','1605604');
insert into lottery.europe_data values('Interwetten','lastData','2.75','3.30','2.40','1605604');
insert into lottery.match values('1605605','意甲','都灵','亚特兰','2:1','3');
insert into lottery.europe_data values('williamHill','firstData','1.95','3.25','4.20','1605605');
insert into lottery.europe_data values('williamHill','lastData','1.91','3.20','4.50','1605605');
insert into lottery.europe_data values('Interwetten','firstData','2.00','3.30','3.60','1605605');
insert into lottery.europe_data values('Interwetten','lastData','1.90','3.30','4.00','1605605');
insert into lottery.match values('1605606','意甲','那不勒','维罗纳','3:0','3');
insert into lottery.europe_data values('williamHill','firstData','1.25','6.00','11.00','1605606');
insert into lottery.europe_data values('williamHill','lastData','1.22','6.00','13.00','1605606');
insert into lottery.europe_data values('Interwetten','firstData','1.20','5.80','13.00','1605606');
insert into lottery.europe_data values('Interwetten','lastData','1.22','5.50','12.00','1605606');
insert into lottery.match values('1605607','意甲','桑普多','乌迪内','2:0','3');
insert into lottery.europe_data values('williamHill','firstData','2.15','3.25','3.50','1605607');
insert into lottery.europe_data values('williamHill','lastData','2.10','3.20','3.75','1605607');
insert into lottery.europe_data values('Interwetten','firstData','2.10','3.10','3.50','1605607');
insert into lottery.europe_data values('Interwetten','lastData','2.10','3.10','3.50','1605607');
insert into lottery.match values('1605608','意甲','巴勒莫','拉齐奥','0:3','0');
insert into lottery.europe_data values('williamHill','firstData','3.40','3.30','2.15','1605608');
insert into lottery.europe_data values('williamHill','lastData','3.40','3.30','2.15','1605608');
insert into lottery.europe_data values('Interwetten','firstData','2.90','3.30','2.30','1605608');
insert into lottery.europe_data values('Interwetten','lastData','2.90','3.30','2.30','1605608');
insert into lottery.match values('1605609','西甲','巴伦西','塞维利','2:1','3');
insert into lottery.europe_data values('williamHill','firstData','2.40','3.50','2.80','1605609');
insert into lottery.europe_data values('williamHill','lastData','2.25','3.50','3.00','1605609');
insert into lottery.europe_data values('Interwetten','firstData','2.40','3.30','2.75','1605609');
insert into lottery.europe_data values('Interwetten','lastData','2.40','3.30','2.75','1605609');
insert into lottery.match values('1605610','西甲','比利亚','赫塔费','2:0','3');
insert into lottery.europe_data values('williamHill','firstData','1.50','4.00','7.00','1605610');
insert into lottery.europe_data values('williamHill','lastData','1.50','4.33','6.00','1605610');
insert into lottery.europe_data values('Interwetten','firstData','1.50','4.00','6.10','1605610');
insert into lottery.europe_data values('Interwetten','lastData','1.50','4.00','6.10','1605610');
insert into lottery.match values('1605611','西甲','毕尔巴','巴列卡','1:0','3');
insert into lottery.europe_data values('williamHill','firstData','1.60','4.20','5.00','1605611');
insert into lottery.europe_data values('williamHill','lastData','1.50','4.40','6.00','1605611');
insert into lottery.europe_data values('Interwetten','firstData','1.55','3.90','5.60','1605611');
insert into lottery.europe_data values('Interwetten','lastData','1.55','3.90','5.60','1605611');
insert into lottery.match values('1605701','意甲','罗马','博洛尼','1:1','1');
insert into lottery.europe_data values('williamHill','firstData','1.40','4.50','8.00','1605701');
insert into lottery.europe_data values('williamHill','lastData','1.30','5.00','11.00','1605701');
insert into lottery.europe_data values('Interwetten','firstData','1.35','4.80','7.60','1605701');
insert into lottery.europe_data values('Interwetten','lastData','1.30','5.00','9.00','1605701');
insert into lottery.match values('1605702','西甲','拉科鲁','拉斯帕','1:3','0');
insert into lottery.europe_data values('williamHill','firstData','2.05','3.40','3.60','1605702');
insert into lottery.europe_data values('williamHill','lastData','2.05','3.40','3.60','1605702');
insert into lottery.europe_data values('Interwetten','firstData','2.10','3.10','3.50','1605702');
insert into lottery.europe_data values('Interwetten','lastData','2.10','3.10','3.50','1605702');
insert into lottery.match values('1605901','德甲','汉诺威','门兴','2:0','3');
insert into lottery.europe_data values('williamHill','firstData','4.80','3.80','1.70','1605901');
insert into lottery.europe_data values('williamHill','lastData','5.00','4.20','1.61','1605901');
insert into lottery.europe_data values('Interwetten','firstData','4.50','3.50','1.75','1605901');
insert into lottery.europe_data values('Interwetten','lastData','4.70','3.60','1.70','1605901');
insert into lottery.match values('1605902','西甲','莱万特','西牙人','2:1','3');
insert into lottery.europe_data values('williamHill','firstData','2.30','3.30','3.10','1605902');
insert into lottery.europe_data values('williamHill','lastData','2.30','3.20','3.20','1605902');
insert into lottery.europe_data values('Interwetten','firstData','2.30','3.20','3.00','1605902');
insert into lottery.europe_data values('Interwetten','lastData','2.30','3.20','3.00','1605902');
insert into lottery.match values('1605903','法甲','里昂','尼斯','1:1','1');
insert into lottery.europe_data values('williamHill','firstData','1.53','4.20','6.00','1605903');
insert into lottery.europe_data values('williamHill','lastData','1.61','4.20','5.00','1605903');
insert into lottery.europe_data values('Interwetten','firstData','1.55','3.70','6.00','1605903');
insert into lottery.europe_data values('Interwetten','lastData','1.55','3.70','6.00','1605903');
insert into lottery.match values('1606001','英超','埃弗顿','南安普','1:1','1');
insert into lottery.europe_data values('williamHill','firstData','2.25','3.30','3.20','1606001');
insert into lottery.europe_data values('williamHill','lastData','2.90','3.20','2.50','1606001');
insert into lottery.europe_data values('Interwetten','firstData','2.20','3.30','3.10','1606001');
insert into lottery.europe_data values('Interwetten','lastData','2.65','3.30','2.50','1606001');
insert into lottery.match values('1606002','英超','曼联','维拉','1:0','3');
insert into lottery.europe_data values('williamHill','firstData','1.22','5.50','17.00','1606002');
insert into lottery.europe_data values('williamHill','lastData','1.25','6.00','12.00','1606002');
insert into lottery.europe_data values('Interwetten','firstData','1.20','5.80','13.00','1606002');
insert into lottery.europe_data values('Interwetten','lastData','1.20','5.80','13.00','1606002');
insert into lottery.match values('1606003','英超','纽卡','斯旺西','3:0','3');
insert into lottery.europe_data values('williamHill','firstData','2.37','3.20','3.10','1606003');
insert into lottery.europe_data values('williamHill','lastData','2.30','3.20','3.20','1606003');
insert into lottery.europe_data values('Interwetten','firstData','2.30','3.30','2.90','1606003');
insert into lottery.europe_data values('Interwetten','lastData','2.30','3.30','2.90','1606003');
insert into lottery.match values('1606004','英超','西布罗','沃特福','0:1','0');
insert into lottery.europe_data values('williamHill','firstData','2.30','3.20','3.20','1606004');
insert into lottery.europe_data values('williamHill','lastData','2.40','3.00','3.25','1606004');
insert into lottery.europe_data values('Interwetten','firstData','2.30','3.10','3.10','1606004');
insert into lottery.europe_data values('Interwetten','lastData','2.30','3.10','3.10','1606004');
insert into lottery.match values('1606005','英超','切尔西','曼城','0:3','0');
insert into lottery.europe_data values('williamHill','firstData','2.50','3.40','2.75','1606005');
insert into lottery.europe_data values('williamHill','lastData','2.62','3.20','2.80','1606005');
insert into lottery.europe_data values('Interwetten','firstData','2.50','3.30','2.65','1606005');
insert into lottery.europe_data values('Interwetten','lastData','2.60','3.20','2.60','1606005');
insert into lottery.match values('1606006','德甲','勒沃','法兰克','3:0','3');
insert into lottery.europe_data values('williamHill','firstData','1.40','4.75','7.50','1606006');
insert into lottery.europe_data values('williamHill','lastData','1.40','4.50','8.00','1606006');
insert into lottery.europe_data values('Interwetten','firstData','1.40','4.50','7.00','1606006');
insert into lottery.europe_data values('Interwetten','lastData','1.45','4.00','7.00','1606006');
insert into lottery.match values('1606007','德甲','奥格斯','斯图加','1:0','3');
insert into lottery.europe_data values('williamHill','firstData','2.37','3.75','2.70','1606007');
insert into lottery.europe_data values('williamHill','lastData','2.30','3.80','2.75','1606007');
insert into lottery.europe_data values('Interwetten','firstData','2.30','3.30','2.90','1606007');
insert into lottery.europe_data values('Interwetten','lastData','2.30','3.30','2.90','1606007');
insert into lottery.match values('1606008','德甲','拜仁','沙尔克','3:0','3');
insert into lottery.europe_data values('williamHill','firstData','1.17','7.50','15.00','1606008');
insert into lottery.europe_data values('williamHill','lastData','1.20','6.00','15.00','1606008');
insert into lottery.europe_data values('Interwetten','firstData','1.22','5.50','12.00','1606008');
insert into lottery.europe_data values('Interwetten','lastData','1.22','5.50','12.00','1606008');
insert into lottery.match values('1606009','德甲','达姆施','因戈尔','2:0','3');
insert into lottery.europe_data values('williamHill','firstData','2.50','3.20','2.87','1606009');
insert into lottery.europe_data values('williamHill','lastData','2.62','3.00','2.90','1606009');
insert into lottery.europe_data values('Interwetten','firstData','2.60','3.00','2.80','1606009');
insert into lottery.europe_data values('Interwetten','lastData','2.60','3.00','2.80','1606009');
insert into lottery.match values('1606010','德甲','不来梅','沃尔夫','3:2','3');
insert into lottery.europe_data values('williamHill','firstData','2.45','3.75','2.60','1606010');
insert into lottery.europe_data values('williamHill','lastData','2.70','3.60','2.45','1606010');
insert into lottery.europe_data values('Interwetten','firstData','2.60','3.20','2.60','1606010');
insert into lottery.europe_data values('Interwetten','lastData','2.50','3.30','2.65','1606010');
insert into lottery.match values('1606011','德甲','霍芬','赫塔','2:1','3');
insert into lottery.europe_data values('williamHill','firstData','2.50','3.30','2.80','1606011');
insert into lottery.europe_data values('williamHill','lastData','2.50','3.30','2.80','1606011');
insert into lottery.europe_data values('Interwetten','firstData','2.50','3.20','2.75','1606011');
insert into lottery.europe_data values('Interwetten','lastData','2.50','3.20','2.75','1606011');
insert into lottery.match values('1606012','意甲','国米','那不勒','2:0','3');
insert into lottery.europe_data values('williamHill','firstData','2.62','3.40','2.60','1606012');
insert into lottery.europe_data values('williamHill','lastData','3.10','3.30','2.30','1606012');
insert into lottery.europe_data values('Interwetten','firstData','2.75','3.20','2.50','1606012');
insert into lottery.europe_data values('Interwetten','lastData','2.75','3.20','2.50','1606012');
insert into lottery.match values('1606013','西甲','赫塔费','皇马','1:5','0');
insert into lottery.europe_data values('williamHill','firstData','8.50','5.00','1.35','1606013');
insert into lottery.europe_data values('williamHill','lastData','12.00','7.00','1.20','1606013');
insert into lottery.europe_data values('Interwetten','firstData','9.00','5.00','1.30','1606013');
insert into lottery.europe_data values('Interwetten','lastData','10.30','5.50','1.25','1606013');
insert into lottery.match values('1606014','西甲','埃瓦尔','社会','2:1','3');
insert into lottery.europe_data values('williamHill','firstData','2.75','3.20','2.62','1606014');
insert into lottery.europe_data values('williamHill','lastData','2.75','3.20','2.62','1606014');
insert into lottery.europe_data values('Interwetten','firstData','2.60','3.20','2.60','1606014');
insert into lottery.europe_data values('Interwetten','lastData','2.60','3.20','2.60','1606014');
insert into lottery.match values('1606101','英超','阿森纳','水晶宫','1:1','1');
insert into lottery.europe_data values('williamHill','firstData','1.35','4.80','9.00','1606101');
insert into lottery.europe_data values('williamHill','lastData','1.33','5.00','9.00','1606101');
insert into lottery.europe_data values('Interwetten','firstData','1.30','5.00','9.00','1606101');
insert into lottery.europe_data values('Interwetten','lastData','1.30','5.00','9.00','1606101');
insert into lottery.match values('1606102','德甲','多特','汉堡','3:0','3');
insert into lottery.europe_data values('williamHill','firstData','1.28','5.50','10.00','1606102');
insert into lottery.europe_data values('williamHill','lastData','1.44','4.50','7.00','1606102');
insert into lottery.europe_data values('Interwetten','firstData','1.30','5.00','9.00','1606102');
insert into lottery.europe_data values('Interwetten','lastData','1.40','4.40','7.30','1606102');
insert into lottery.match values('1606103','德甲','美因茨','科隆','2:3','0');
insert into lottery.europe_data values('williamHill','firstData','2.05','3.40','3.60','1606103');
insert into lottery.europe_data values('williamHill','lastData','2.05','3.50','3.50','1606103');
insert into lottery.europe_data values('Interwetten','firstData','2.10','3.30','3.30','1606103');
insert into lottery.europe_data values('Interwetten','lastData','2.10','3.30','3.30','1606103');
insert into lottery.match values('1606104','意甲','佛罗伦','萨索洛','3:1','3');
insert into lottery.europe_data values('williamHill','firstData','1.80','3.60','4.40','1606104');
insert into lottery.europe_data values('williamHill','lastData','1.80','3.50','4.60','1606104');
insert into lottery.europe_data values('Interwetten','firstData','1.80','3.50','4.20','1606104');
insert into lottery.europe_data values('Interwetten','lastData','1.80','3.50','4.20','1606104');
insert into lottery.match values('1606105','意甲','维罗纳','弗洛西','1:2','0');
insert into lottery.europe_data values('williamHill','firstData','1.85','3.75','4.00','1606105');
insert into lottery.europe_data values('williamHill','lastData','1.60','4.00','5.50','1606105');
insert into lottery.europe_data values('Interwetten','firstData','2.00','3.30','3.60','1606105');
insert into lottery.europe_data values('Interwetten','lastData','1.70','3.60','4.70','1606105');
insert into lottery.match values('1606106','意甲','尤文','巴勒莫','4:0','3');
insert into lottery.europe_data values('williamHill','firstData','1.17','6.50','21.00','1606106');
insert into lottery.europe_data values('williamHill','lastData','1.17','7.00','17.00','1606106');
insert into lottery.europe_data values('Interwetten','firstData','1.15','7.00','15.00','1606106');
insert into lottery.europe_data values('Interwetten','lastData','1.15','7.00','15.00','1606106');
insert into lottery.match values('1606107','意甲','乌迪内','切沃','0:0','1');
insert into lottery.europe_data values('williamHill','firstData','1.91','3.30','4.33','1606107');
insert into lottery.europe_data values('williamHill','lastData','2.00','3.40','3.80','1606107');
insert into lottery.europe_data values('Interwetten','firstData','1.90','3.45','3.80','1606107');
insert into lottery.europe_data values('Interwetten','lastData','1.90','3.45','3.80','1606107');
insert into lottery.match values('1606108','意甲','拉齐奥','恩波利','2:0','3');
insert into lottery.europe_data values('williamHill','firstData','1.75','3.60','4.75','1606108');
insert into lottery.europe_data values('williamHill','lastData','1.55','4.00','6.00','1606108');
insert into lottery.europe_data values('Interwetten','firstData','1.70','3.60','4.70','1606108');
insert into lottery.europe_data values('Interwetten','lastData','1.60','3.70','5.40','1606108');
insert into lottery.match values('1606109','意甲','桑普多','AC米兰','0:1','0');
insert into lottery.europe_data values('williamHill','firstData','2.87','3.20','2.50','1606109');
insert into lottery.europe_data values('williamHill','lastData','3.10','3.40','2.25','1606109');
insert into lottery.europe_data values('Interwetten','firstData','2.85','3.20','2.40','1606109');
insert into lottery.europe_data values('Interwetten','lastData','2.85','3.20','2.40','1606109');
insert into lottery.match values('1606110','西甲','马竞技','格拉纳','3:0','3');
insert into lottery.europe_data values('williamHill','firstData','1.25','5.50','13.00','1606110');
insert into lottery.europe_data values('williamHill','lastData','1.30','5.00','11.00','1606110');
insert into lottery.europe_data values('Interwetten','firstData','1.22','5.50','12.00','1606110');
insert into lottery.europe_data values('Interwetten','lastData','1.22','5.50','12.00','1606110');
insert into lottery.match values('1606111','西甲','巴萨','巴伦西','1:2','0');
insert into lottery.europe_data values('williamHill','firstData','1.12','8.50','19.00','1606111');
insert into lottery.europe_data values('williamHill','lastData','1.11','10.00','17.00','1606111');
insert into lottery.europe_data values('Interwetten','firstData','1.15','7.00','15.00','1606111');
insert into lottery.europe_data values('Interwetten','lastData','1.15','7.00','15.00','1606111');
insert into lottery.match values('1606112','西甲','塞维利','拉科鲁','1:1','1');
insert into lottery.europe_data values('williamHill','firstData','1.44','4.60','6.50','1606112');
insert into lottery.europe_data values('williamHill','lastData','1.44','4.60','6.50','1606112');
insert into lottery.europe_data values('Interwetten','firstData','1.40','4.40','7.30','1606112');
insert into lottery.europe_data values('Interwetten','lastData','1.50','4.00','6.10','1606112');
insert into lottery.match values('1606113','西甲','巴列卡','比利亚','2:1','3');
insert into lottery.europe_data values('williamHill','firstData','2.62','3.40','2.60','1606113');
insert into lottery.europe_data values('williamHill','lastData','2.60','3.40','2.62','1606113');
insert into lottery.europe_data values('Interwetten','firstData','2.65','3.30','2.50','1606113');
insert into lottery.europe_data values('Interwetten','lastData','2.60','3.20','2.60','1606113');
insert into lottery.match values('1606114','法甲','摩纳哥','马赛','2:1','3');
insert into lottery.europe_data values('williamHill','firstData','2.10','3.30','3.50','1606114');
insert into lottery.europe_data values('williamHill','lastData','2.00','3.40','3.75','1606114');
insert into lottery.europe_data values('Interwetten','firstData','2.00','3.20','3.75','1606114');
insert into lottery.europe_data values('Interwetten','lastData','2.00','3.20','3.75','1606114');
insert into lottery.match values('1606201','英超','纽卡','曼城','1:1','1');
insert into lottery.europe_data values('williamHill','firstData','5.00','4.20','1.60','1606201');
insert into lottery.europe_data values('williamHill','lastData','6.00','4.00','1.55','1606201');
insert into lottery.europe_data values('Interwetten','firstData','5.40','3.70','1.60','1606201');
insert into lottery.europe_data values('Interwetten','lastData','5.60','3.80','1.57','1606201');
insert into lottery.match values('1606202','意甲','那不勒','博洛尼','6:0','3');
insert into lottery.europe_data values('williamHill','firstData','1.25','5.50','13.00','1606202');
insert into lottery.europe_data values('williamHill','lastData','1.25','5.50','13.00','1606202');
insert into lottery.europe_data values('Interwetten','firstData','1.22','5.50','12.00','1606202');
insert into lottery.europe_data values('Interwetten','lastData','1.22','5.50','12.00','1606202');
insert into lottery.match values('1606203','西甲','西牙人','塞尔塔','1:1','1');
insert into lottery.europe_data values('williamHill','firstData','2.62','3.40','2.60','1606203');
insert into lottery.europe_data values('williamHill','lastData','2.50','3.20','2.90','1606203');
insert into lottery.europe_data values('Interwetten','firstData','2.50','3.30','2.65','1606203');
insert into lottery.europe_data values('Interwetten','lastData','2.50','3.30','2.65','1606203');
insert into lottery.match values('1606204','西甲','贝蒂斯','拉斯帕','1:0','3');
insert into lottery.europe_data values('williamHill','firstData','2.20','3.30','3.30','1606204');
insert into lottery.europe_data values('williamHill','lastData','1.95','3.60','3.60','1606204');
insert into lottery.europe_data values('Interwetten','firstData','2.20','3.30','3.10','1606204');
insert into lottery.europe_data values('Interwetten','lastData','2.20','3.30','3.10','1606204');
insert into lottery.match values('1606301','英超','西汉姆','沃特福','3:1','3');
insert into lottery.europe_data values('williamHill','firstData','1.70','3.75','4.80','1606301');
insert into lottery.europe_data values('williamHill','lastData','1.50','4.00','7.00','1606301');
insert into lottery.europe_data values('Interwetten','firstData','1.65','3.60','5.10','1606301');
insert into lottery.europe_data values('Interwetten','lastData','1.55','3.90','5.60','1606301');
insert into lottery.match values('1606302','英超','利物浦','埃弗顿','4:0','3');
insert into lottery.europe_data values('williamHill','firstData','1.70','3.80','4.80','1606302');
insert into lottery.europe_data values('williamHill','lastData','1.67','3.60','5.50','1606302');
insert into lottery.europe_data values('Interwetten','firstData','1.75','3.50','4.50','1606302');
insert into lottery.europe_data values('Interwetten','lastData','1.65','3.60','5.10','1606302');
insert into lottery.match values('1606303','英超','曼联','水晶宫','2:0','3');
insert into lottery.europe_data values('williamHill','firstData','1.50','4.00','7.00','1606303');
insert into lottery.europe_data values('williamHill','lastData','1.40','4.50','8.50','1606303');
insert into lottery.europe_data values('Interwetten','firstData','1.50','4.00','6.10','1606303');
insert into lottery.europe_data values('Interwetten','lastData','1.45','4.00','7.00','1606303');
insert into lottery.match values('1606304','意甲','切沃','弗洛西','5:1','3');
insert into lottery.europe_data values('williamHill','firstData','1.85','3.50','4.33','1606304');
insert into lottery.europe_data values('williamHill','lastData','1.91','3.30','4.20','1606304');
insert into lottery.europe_data values('Interwetten','firstData','1.90','3.45','3.80','1606304');
insert into lottery.europe_data values('Interwetten','lastData','1.90','3.45','3.80','1606304');
insert into lottery.match values('1606305','意甲','罗马','都灵','3:2','3');
insert into lottery.europe_data values('williamHill','firstData','1.55','4.00','6.00','1606305');
insert into lottery.europe_data values('williamHill','lastData','1.44','4.20','7.50','1606305');
insert into lottery.europe_data values('Interwetten','firstData','1.50','4.00','6.10','1606305');
insert into lottery.europe_data values('Interwetten','lastData','1.45','4.00','7.00','1606305');
insert into lottery.match values('1606306','意甲','恩波利','维罗纳','1:0','3');
insert into lottery.europe_data values('williamHill','firstData','1.85','3.50','4.33','1606306');
insert into lottery.europe_data values('williamHill','lastData','1.85','3.40','4.50','1606306');
insert into lottery.europe_data values('Interwetten','firstData','1.85','3.45','4.00','1606306');
insert into lottery.europe_data values('Interwetten','lastData','1.90','3.45','3.80','1606306');
insert into lottery.match values('1606307','意甲','热那亚','国米','1:0','3');
insert into lottery.europe_data values('williamHill','firstData','3.00','3.25','2.37','1606307');
insert into lottery.europe_data values('williamHill','lastData','3.80','3.50','1.95','1606307');
insert into lottery.europe_data values('Interwetten','firstData','3.10','3.30','2.20','1606307');
insert into lottery.europe_data values('Interwetten','lastData','3.80','3.45','1.90','1606307');
insert into lottery.match values('1606308','意甲','尤文','拉齐奥','3:0','3');
insert into lottery.europe_data values('williamHill','firstData','1.50','4.00','7.00','1606308');
insert into lottery.europe_data values('williamHill','lastData','1.50','4.00','7.00','1606308');
insert into lottery.europe_data values('Interwetten','firstData','1.40','4.40','7.30','1606308');
insert into lottery.europe_data values('Interwetten','lastData','1.50','4.00','6.10','1606308');
insert into lottery.match values('1606309','意甲','乌迪内','佛罗伦','2:1','3');
insert into lottery.europe_data values('williamHill','firstData','3.30','3.30','2.20','1606309');
insert into lottery.europe_data values('williamHill','lastData','3.30','3.30','2.20','1606309');
insert into lottery.europe_data values('Interwetten','firstData','3.10','3.30','2.20','1606309');
insert into lottery.europe_data values('Interwetten','lastData','3.10','3.30','2.20','1606309');
insert into lottery.match values('1606310','意甲','巴勒莫','亚特兰','2:2','1');
insert into lottery.europe_data values('williamHill','firstData','2.80','3.30','2.50','1606310');
insert into lottery.europe_data values('williamHill','lastData','2.45','3.25','2.90','1606310');
insert into lottery.europe_data values('Interwetten','firstData','2.50','3.30','2.65','1606310');
insert into lottery.europe_data values('Interwetten','lastData','2.50','3.30','2.65','1606310');
insert into lottery.match values('1606311','西甲','拉科鲁','巴萨','0:8','0');
insert into lottery.europe_data values('williamHill','firstData','10.00','5.50','1.28','1606311');
insert into lottery.europe_data values('williamHill','lastData','12.00','7.00','1.20','1606311');
insert into lottery.europe_data values('Interwetten','firstData','10.00','5.20','1.27','1606311');
insert into lottery.europe_data values('Interwetten','lastData','9.00','5.00','1.30','1606311');
insert into lottery.match values('1606312','西甲','毕尔巴','马竞技','0:1','0');
insert into lottery.europe_data values('williamHill','firstData','3.50','3.10','2.20','1606312');
insert into lottery.europe_data values('williamHill','lastData','4.40','3.25','1.91','1606312');
insert into lottery.europe_data values('Interwetten','firstData','3.60','3.30','2.00','1606312');
insert into lottery.europe_data values('Interwetten','lastData','3.60','3.30','2.00','1606312');
insert into lottery.match values('1606313','西甲','巴伦西','埃瓦尔','4:0','3');
insert into lottery.europe_data values('williamHill','firstData','1.80','3.60','4.40','1606313');
insert into lottery.europe_data values('williamHill','lastData','1.57','4.20','5.50','1606313');
insert into lottery.europe_data values('Interwetten','firstData','1.75','3.50','4.50','1606313');
insert into lottery.europe_data values('Interwetten','lastData','1.60','3.70','5.40','1606313');
insert into lottery.match values('1606314','西甲','皇马','比利亚','3:0','3');
insert into lottery.europe_data values('williamHill','firstData','1.25','6.50','9.50','1606314');
insert into lottery.europe_data values('williamHill','lastData','1.25','6.50','9.50','1606314');
insert into lottery.europe_data values('Interwetten','firstData','1.25','5.50','10.30','1606314');
insert into lottery.europe_data values('Interwetten','lastData','1.22','5.50','12.00','1606314');
insert into lottery.match values('1606401','德甲','汉堡','不来梅','2:1','3');
insert into lottery.europe_data values('williamHill','firstData','2.40','3.60','2.75','1606401');
insert into lottery.europe_data values('williamHill','lastData','2.60','3.30','2.70','1606401');
insert into lottery.europe_data values('Interwetten','firstData','2.40','3.30','2.75','1606401');
insert into lottery.europe_data values('Interwetten','lastData','2.40','3.30','2.75','1606401');
insert into lottery.match values('1606402','西甲','拉斯帕','西牙人','4:0','3');
insert into lottery.europe_data values('williamHill','firstData','2.30','3.30','3.10','1606402');
insert into lottery.europe_data values('williamHill','lastData','2.20','3.30','3.30','1606402');
insert into lottery.europe_data values('Interwetten','firstData','2.20','3.10','3.30','1606402');
insert into lottery.europe_data values('Interwetten','lastData','2.20','3.10','3.30','1606402');
insert into lottery.match values('1606403','法甲','尼斯','兰斯','2:0','3');
insert into lottery.europe_data values('williamHill','firstData','2.00','3.40','3.75','1606403');
insert into lottery.europe_data values('williamHill','lastData','1.61','4.20','5.00','1606403');
insert into lottery.europe_data values('Interwetten','firstData','1.75','3.40','4.65','1606403');
insert into lottery.europe_data values('Interwetten','lastData','1.75','3.40','4.65','1606403');
insert into lottery.match values('1606501','英超','伯恩茅','切尔西','1:4','0');
insert into lottery.europe_data values('williamHill','firstData','2.87','3.30','2.45','1606501');
insert into lottery.europe_data values('williamHill','lastData','3.10','3.10','2.40','1606501');
insert into lottery.europe_data values('Interwetten','firstData','2.60','3.20','2.60','1606501');
insert into lottery.europe_data values('Interwetten','lastData','2.75','3.30','2.40','1606501');
insert into lottery.match values('1606502','英超','维拉','南安普','2:4','0');
insert into lottery.europe_data values('williamHill','firstData','6.00','3.75','1.60','1606502');
insert into lottery.europe_data values('williamHill','lastData','7.00','3.60','1.57','1606502');
insert into lottery.europe_data values('Interwetten','firstData','5.50','4.00','1.55','1606502');
insert into lottery.europe_data values('Interwetten','lastData','6.10','4.00','1.50','1606502');
insert into lottery.match values('1606503','英超','利物浦','纽卡','2:2','1');
insert into lottery.europe_data values('williamHill','firstData','1.50','4.20','6.50','1606503');
insert into lottery.europe_data values('williamHill','lastData','1.53','4.50','5.50','1606503');
insert into lottery.europe_data values('Interwetten','firstData','1.50','4.00','6.10','1606503');
insert into lottery.europe_data values('Interwetten','lastData','1.45','4.00','7.00','1606503');
insert into lottery.match values('1606504','德甲','科隆','达姆施','4:1','3');
insert into lottery.europe_data values('williamHill','firstData','1.95','3.40','4.00','1606504');
insert into lottery.europe_data values('williamHill','lastData','2.00','3.20','4.00','1606504');
insert into lottery.europe_data values('Interwetten','firstData','2.00','3.30','3.60','1606504');
insert into lottery.europe_data values('Interwetten','lastData','2.00','3.30','3.60','1606504');
insert into lottery.match values('1606505','德甲','因戈尔','汉诺威','2:2','1');
insert into lottery.europe_data values('williamHill','firstData','1.91','3.50','4.00','1606505');
insert into lottery.europe_data values('williamHill','lastData','2.15','3.30','3.40','1606505');
insert into lottery.europe_data values('Interwetten','firstData','1.80','3.50','4.20','1606505');
insert into lottery.europe_data values('Interwetten','lastData','1.90','3.50','3.75','1606505');
insert into lottery.match values('1606506','德甲','赫塔','拜仁','0:2','0');
insert into lottery.europe_data values('williamHill','firstData','7.00','4.40','1.44','1606506');
insert into lottery.europe_data values('williamHill','lastData','9.00','4.33','1.40','1606506');
insert into lottery.europe_data values('Interwetten','firstData','7.30','4.40','1.40','1606506');
insert into lottery.europe_data values('Interwetten','lastData','7.30','4.40','1.40','1606506');
insert into lottery.match values('1606507','德甲','斯图加','多特','0:3','0');
insert into lottery.europe_data values('williamHill','firstData','4.50','4.20','1.67','1606507');
